numphoneme,phoneme,stress,duration,timef,f0,f0max,f0min,f1,f2,f3,intensity,intensitymax,id,rec
2,b,P,0.0786740944925844,0.27461014672355,119.160579290988,127.961517455014,113.81864663429,453.886741348126,2203.27841474406,2990.1533971015,71.7931816324146,77.8424536645638,subj1,20-1.csv
3,o,1,0.0648970641206111,0.346395726030147,121.687487439216,122.361278276651,119.650316374102,470.335034591142,858.603846751545,2356.98362605028,83.1849155954586,83.8832043542077,subj1,20-1.csv
4,lʲ,L,0.0725106861682805,0.415099601174593,116.089741865331,119.988871703585,107.564835080056,397.254384879925,1720.39961960608,2032.47788817738,80.8262984815077,83.7490021298871,subj1,20-1.csv
5,ʂ,F,0.170762665926301,0.536736277221884,-1,107.459233510141,106.77798104371,669.602758147042,2419.59438034341,3135.04100180616,70.03984821814,76.0310973613107,subj1,20-1.csv
6,ə,3,0.0391557705308715,0.64169549545047,110.906377349343,113.005381471354,109.307889178205,651.197222479721,2139.06673900675,3519.12375861744,73.7695119886057,73.9632671138947,subj1,20-1.csv
7,əᶦ,3,0.104777941513165,0.713662351472488,106.984845962025,111.915865500847,105.659037828417,484.919194625455,1784.41528539103,3450.39320655093,73.5264868310719,74.0640927282085,subj1,20-1.csv
8,,,0.234946410197233,0.883524527327687,95.5690078957232,109.059567543456,94.9799496015334,477.089128952331,1768.10673966996,3295.62416848325,54.2997826176452,70.3382071338565,subj1,20-1.csv
1,,,0.260177136771116,0.130088568385558,-1,132.933273785989,131.816364101191,484.677832656985,1576.34862852168,2774.39392886719,50.4136058244306,64.8015121856041,subj1,2-2.csv
2,bʲ,P,0.0507445005813526,0.285549387061792,117.927617532423,136.167834299196,111.665093034841,316.104918743499,1960.06888671174,3185.9779517372,70.8644882327171,75.4548665728804,subj1,2-2.csv
3,ɪ,2,0.0389168350323155,0.330380054868626,119.441893215443,121.890606559878,118.460483172523,349.25386058443,2017.62811120126,2541.84651565395,80.3863109800125,80.9468682109621,subj1,2-2.csv
4,ɫ,L,0.123618181867355,0.411647563318462,124.575139694517,125.987629283063,117.820539980005,333.298413929799,958.683024711338,2637.40634665136,78.4014716763383,80.1806405146387,subj1,2-2.csv
5,c,P,0.139642760998309,0.543278034751294,125.626407513653,126.942044023769,123.366717003573,536.923276738254,2533.82702512881,3112.09829972732,62.3691351462728,71.4116579525874,subj1,2-2.csv
6,i,1,0.088135185220244,0.65716700786057,110.287047014708,111.846728813025,106.229187418861,285.710918155113,2494.81108216376,2526.38306842693,75.4295964673569,75.6289440148668,subj1,2-2.csv
7,,,0.290964946014569,0.846717073477976,104.135386143026,106.575683967975,102.696547742644,423.355557977159,1569.84277827815,2795.98519827298,53.2437499401382,73.2242028868791,subj1,2-2.csv
1,,,0.299006421973109,0.149503210986554,-1,-1,-1,541.006222555753,1637.84741532926,2831.5096269402,51.2043470637794,61.2574999536832,subj1,2-1.csv
2,bʲ,P,0.0616550361843527,0.329833940065285,118.803329284842,130.802476372545,110.999497345928,267.521566942737,2109.46347092107,2917.58551288174,69.7009483143691,74.6349047021289,subj1,2-1.csv
3,e,1,0.101893821952556,0.411608369133739,115.898155586754,123.977156726828,113.71778210163,404.606749853996,2167.38246686584,2625.75023186551,81.1850695383427,82.9945054745783,subj1,2-1.csv
4,ɫ,L,0.0834518732436152,0.504281216731825,109.567273205688,113.561699824202,107.484502829317,417.28316753398,870.14602617935,2575.98637249709,78.6062838582667,82.829338486767,subj1,2-1.csv
5,c,P,0.154898763747108,0.623456535227187,110.048255096083,110.368448494109,107.42616581267,772.065537926023,2413.69244659715,2821.39309154367,63.5467217440902,72.3572831286727,subj1,2-1.csv
6,əᶦ,3,0.089818447774736,0.745815140988109,105.784790382492,111.327415647929,102.772193786854,302.781215045413,2096.97180478067,2499.63546930512,71.1705051073542,73.1499496452718,subj1,2-1.csv
7,,,0.289275635124523,0.935362182437738,-1,103.928018280428,103.687435305469,490.250299370674,1675.23281659363,2828.73067171681,51.1385420181184,59.2135693802793,subj1,2-1.csv
1,,,0.239339131049253,0.119669565524627,-1,125.393396246787,120.96452613675,470.728808284345,1891.2389436614,2604.99878266133,50.8642927234985,66.178568299416,subj1,19-2.csv
2,bʲ,P,0.0496089374900293,0.264143599794268,118.858280126955,128.367771254811,115.360757981998,325.168162678287,1695.00674675133,2484.41332784361,72.6117077445246,78.2630396360865,subj1,19-2.csv
3,əᶦ,3,0.0517008806371992,0.314798508857882,114.474883937034,118.083192007831,111.249242191779,344.304051945481,2187.34394563364,2652.63954823652,80.0118998789041,80.1881149469354,subj1,19-2.csv
4,rʲ,L,0.0442296551115924,0.362763776732278,119.108297252526,126.087212928598,110.5934811213,339.730386425765,2103.62889259612,2783.31029722606,79.5103937919162,83.4646927283196,subj1,19-2.csv
5,ɪ,2,0.0525974277002721,0.41117731813821,129.448304599746,130.08055049557,126.286026109679,357.99090568656,1988.50606981147,2367.99331478336,85.356748832883,85.5682284422824,subj1,19-2.csv
6,ɡ,P,0.0932408945595731,0.484096479268133,123.757346696609,128.834315058664,120.800569873491,350.872018174217,1873.36192829345,3160.20689662494,75.6761615503817,83.7578846119716,subj1,19-2.csv
7,u,1,0.107585647568738,0.584509750332289,114.49806909101,120.848500879485,109.385151811418,345.911853115076,753.403582456997,2508.25579857772,78.2307251907554,78.9263191478236,subj1,19-2.csv
8,,,0.353896972368603,0.815251060300959,-1,112.383971070124,106.517874193286,529.469639531316,1749.87536976226,3027.7420377966,51.0718521754762,72.7528172817008,subj1,19-2.csv
1,,,0.258674803594392,0.129337401797196,-1,-1,-1,430.745324986911,1696.67922686675,2925.68469100809,52.0304928969577,70.2620245915258,subj1,19-1.csv
2,bʲ,P,0.0815508945945095,0.299450250891647,116.895499369282,127.764084599172,112.849790394064,346.399034716815,1994.67313952086,3497.12799769692,72.7513814152634,78.511966541659,subj1,19-1.csv
3,e,1,0.121958995519717,0.40120519594876,121.203560882659,127.672790930117,117.63074410773,347.516076987969,2040.72780942363,2379.05454890935,82.7210950437714,82.905353430581,subj1,19-1.csv
4,rʲ,L,0.0506937993425329,0.487531593379885,110.004352777928,117.545285994256,107.940547658067,333.685951642602,2307.63202397365,2759.3744169506,77.9183261686697,81.0356366517215,subj1,19-1.csv
5,əᶦ,3,0.0646529614803318,0.545204973791317,111.38862911145,113.640537483323,108.307033351845,425.01367334157,1596.96623204583,2376.1947181158,78.4080124539752,78.8818925444942,subj1,19-1.csv
6,ɡ,P,0.0819182409665568,0.618490575014762,106.931903399028,115.129529532532,105.94107618694,301.932052640321,1140.55838023255,2439.19829093193,71.9660715529449,75.9512645297365,subj1,19-1.csv
7,əᶷ,3,0.0925712857559297,0.705735338376005,109.856376627828,115.908350267339,104.166361389003,314.741375003553,733.163408456442,2520.78761423891,73.1187790848575,73.7938880803715,subj1,19-1.csv
8,,,0.292854302192742,0.898448132350341,-1,104.647295726162,100.379218735721,424.71185258567,1492.83483405242,2799.69687599639,52.1852350930628,67.5149590918631,subj1,19-1.csv
1,,,0.299839793892646,0.149919896946323,-1,130.556554964437,116.94385938653,519.788818151233,1675.40914748675,2976.55521443155,50.5171269547303,67.52203185488,subj1,18-2.csv
2,ɡ,P,0.0137517387387341,0.306715663262013,121.105118820822,122.261366831836,120.70844859275,938.070115985524,2072.24020123963,4178.06869220392,70.2508782418418,71.6412777993427,subj1,18-2.csv
3,v,F,0.0484929734471148,0.337838019354937,120.118505530547,122.859395205304,119.396978016013,417.066952475008,1119.08052335171,2643.42721830948,75.0976560371188,77.710206615008,subj1,18-2.csv
4,ɐ,2,0.073101348032218,0.398635180094604,127.164747669538,128.773989183082,121.695831870335,379.310158587923,1437.74835673794,2581.42872551106,81.3269233521446,82.0679384457429,subj1,18-2.csv
5,zʲ,F,0.0807009931246763,0.475536350673051,124.310866636287,127.421512342736,116.622933585815,316.345357579797,2701.49362590642,4106.67821025334,75.6634177994947,80.474213194307,subj1,18-2.csv
6,dʲ,P,0.0828723202939501,0.557323007382364,112.204485916318,116.952922263446,110.522011188503,333.085511675702,2074.45284077204,3793.60528344223,71.3511287671051,76.7711822776365,subj1,18-2.csv
7,i,1,0.0546450670933906,0.626081701076034,111.645875325276,116.809372490294,106.450436516368,326.418170805828,2503.56572447376,3067.74671166917,78.1094194122255,78.5395084661306,subj1,18-2.csv
8,k,P,0.163935201280172,0.735371835262816,110.618444812254,116.854745308148,106.478676984885,968.713380565139,2253.36614389559,3639.47517512357,61.061828813624,73.272944414838,subj1,18-2.csv
9,,,0.27143607430118,0.953057473053492,-1,-1,-1,464.392868507243,1589.55731886003,2752.92202803651,51.3448776590646,53.355659864632,subj1,18-2.csv
1,,,0.259712688034974,0.129856344017487,-1,135.102438562755,134.325193145555,790.149402923495,2036.09330643023,3339.46353750241,51.7320095381662,71.2815162499078,subj1,18-1.csv
2,ɡ,P,0.0552333538777483,0.287329364973848,121.138698631521,133.707033275334,116.399527316467,292.761430919968,1803.92274951265,3233.85981382224,75.0069388978926,75.8422322729877,subj1,18-1.csv
3,v,F,0.078182423446672,0.354037253636059,119.125875503788,121.183349836849,118.543782129702,403.148026024292,2219.41139748503,3378.95872443072,77.0673511885288,81.1780646132941,subj1,18-1.csv
4,o,1,0.112022576878814,0.449139753798801,118.848474760462,123.547318950392,111.518196976533,443.705026980075,894.693555872336,2319.97396617556,83.0240314464704,83.9884507653682,subj1,18-1.csv
5,zʲ,F,0.0984087220497911,0.554355403263104,107.801206847167,113.095034761077,106.651009343661,265.933520962387,2625.51363640826,3669.16430498352,72.8176204409842,79.3819957600589,subj1,18-1.csv
6,dʲ,P,0.0680692741451123,0.637594401360555,109.427799989284,121.520787693566,108.19463325314,251.805989487658,2225.25887697871,3847.45335524966,65.358054418386,70.5963045172147,subj1,18-1.csv
7,əᶦ,3,0.0501767792269686,0.696717428046596,114.722823629599,121.743203599152,105.032798282705,342.783895220882,2035.44333335064,2620.42996016334,74.3589754763981,74.8712700877194,subj1,18-1.csv
8,k,P,0.119412955214569,0.781512295267364,110.198097380138,117.590128552868,108.052258380912,435.96902501342,1831.91618808112,3382.18074888927,63.6719972475654,69.6966437421043,subj1,18-1.csv
9,,,0.282681453882721,0.982559499816009,-1,-1,-1,354.086131035818,1683.59096385336,2994.64181308095,50.9346856126673,61.5591498284092,subj1,18-1.csv
1,,,0.234412701425217,0.117206350712609,-1,-1,-1,511.716500029415,1665.48071302265,2963.52032563585,51.6898806753331,56.1418216761648,subj1,17-2.csv
2,pʲ,P,0.0356661325152724,0.252245767682853,-1,144.809265825032,144.391849852721,401.904737800258,1869.11624162637,2753.97368991878,65.9897994974938,76.7616298836332,subj1,17-2.csv
3,ɪ,2,0.0741346040138877,0.307146135947433,128.785790527782,144.101360974103,127.916565780016,285.42714648371,2390.08287896362,3890.2569047049,83.6593753976692,84.4467019237062,subj1,17-2.csv
4,lʲ,L,0.0848344437684693,0.386630659838612,118.748590238923,127.845010384008,114.265026539059,244.881370591938,2373.85540562298,2763.68133762439,76.7516026454654,83.3705045643659,subj1,17-2.csv
5,i,1,0.10929122035037,0.483693491898032,111.973700892561,120.197580875139,106.774782305507,299.558999888588,2311.57611772992,2597.34653463451,78.1845407429789,79.0193367248743,subj1,17-2.csv
6,,,0.322159764139935,0.699418984143184,-1,110.164599484381,104.125482490199,480.873659658325,1603.82711122695,2930.19380875646,51.4065935178378,74.2077980958112,subj1,17-2.csv
1,,,0.266527170912034,0.133263585456017,-1,-1,-1,475.524873546369,1458.78798204051,2544.70440223243,51.324778876496,58.0327883582639,subj1,17-1.csv
2,pʲ,P,0.0262400026475015,0.279647172235785,-1,-1,-1,2051.17001902717,2612.06314583961,3820.83133995884,71.8428119718454,79.5366009647576,subj1,17-1.csv
3,i,1,0.118080011913757,0.351807179516414,127.320533292084,135.525223651988,120.159448884619,272.951742675679,2401.05788018499,3273.1309830667,85.564343607219,85.9239125056587,subj1,17-1.csv
4,lʲ,L,0.101072602790376,0.46138348686848,110.822502619306,119.718071805018,107.631370224125,263.462159565237,2483.09070074092,3233.26680250166,77.1469436987799,83.2813386626814,subj1,17-1.csv
6,,,0.285089664242078,0.761854260849482,-1,103.848924352935,102.822219812752,472.377091665616,1537.66462231582,2634.90799314634,52.1875614524645,63.8742169763231,subj1,17-1.csv
1,,,0.212650480076585,0.106325240038292,-1,-1,-1,368.284674760172,1515.24381306133,2806.82960323346,51.3824937038453,72.6707566882558,subj1,16-2.csv
2,ɐ,2,0.057905565981957,0.241603263067563,129.381700550298,131.531523374853,124.987070555826,680.461648880931,1157.36422913958,2495.37310975727,80.7215528443901,81.3715682446899,subj1,16-2.csv
3,t,P,0.114712168790201,0.327912130453642,131.197436306082,131.438752869398,122.641382208591,645.401156603938,1576.78946413448,2783.62967799882,60.3505087591621,77.7706224205517,subj1,16-2.csv
4,ɫ,L,0.0439847272968561,0.40726057849717,113.891129748207,116.709021060211,111.202447498117,467.063066910648,974.853401211133,2667.68603709823,82.18758922858,82.5346128965266,subj1,16-2.csv
5,a,1,0.114360290971826,0.486433087631511,107.222687597201,111.039733388856,103.393228150631,530.545375352646,1260.57706085374,2585.45431521106,76.1438335097243,81.0597568859366,subj1,16-2.csv
6,s,F,0.183260096329801,0.635243281282325,-1,103.306929433316,103.068814618167,562.413237864546,2234.58039815743,3548.44951298884,63.2051383091897,69.1036583224692,subj1,16-2.csv
7,,,0.212650480076585,0.833198569485517,-1,-1,-1,439.127923389539,1466.77615741996,2736.19543459413,51.2643977601241,52.4909143648047,subj1,16-2.csv
1,,,0.403630660839927,0.201815330419963,-1,-1,-1,403.857459952948,1916.32423681558,3213.59681578935,51.8271073028829,69.5259953232109,subj1,16-1.csv
2,a,1,0.136481833343099,0.471871577511476,118.598301441268,128.852036001218,110.159745945049,674.407227701734,1149.10277049459,2655.9557022467,80.1492030237073,80.6375953374068,subj1,16-1.csv
3,t,P,0.0794394260740603,0.579832207220056,112.650620539949,113.198547769974,109.576831842207,602.206752256537,1780.89708067104,3172.08238532242,62.5362310511518,75.4842938986027,subj1,16-1.csv
4,l,L,0.0409445500029297,0.640024195258551,115.912002668782,116.151684722755,104.883569796108,735.656232471661,993.470878486178,2728.34294601873,70.1504365141772,74.3376149344381,subj1,16-1.csv
5,ə,3,0.0804892863305456,0.700741113425289,105.465177229504,106.718042771182,103.289044106302,581.392884479972,1147.63016703322,2671.41764216635,72.6858851598945,74.4016597190767,subj1,16-1.csv
6,s,F,0.174276802576573,0.828124157878848,-1,-1,-1,457.655171092079,1939.68623799908,3833.83149977714,67.7926478624346,69.4238913408165,subj1,16-1.csv
7,,,0.287662610900893,1.05909386461758,-1,-1,-1,412.767240907886,2005.26430660719,3003.36125732074,51.3255705879428,55.1373340408747,subj1,16-1.csv
1,,,0.368409495317139,0.184204747658569,-1,-1,-1,696.893508484845,1730.35473406868,2871.6864792732,57.5219964905936,68.1954586515341,subj1,15-2.csv
2,vʲ,F,0.0308517688788118,0.383835379756545,118.971806311108,119.90322203471,118.369862849117,404.244799035943,1987.53035306603,2687.63915498974,74.9011035253903,78.351064280378,subj1,15-2.csv
3,ɪ,2,0.0617250135380994,0.430123770965,120.969467624207,124.45421355626,118.512746220358,473.106959129822,1846.65568135508,2321.70244743389,79.8219853762396,80.8201454265105,subj1,15-2.csv
4,r,L,0.0330989203030388,0.477535737885569,124.641504078539,125.097031553803,122.455128201108,333.415714231859,1837.08971064046,2864.34353537485,75.2257140661441,75.8522935615097,subj1,15-2.csv
5,tʲ,P,0.129115608028971,0.558643002051574,-1,122.540883281508,122.281330817849,645.640534809723,2020.29362268888,2978.05378301727,65.7369337562718,74.4477144809226,subj1,15-2.csv
6,e,1,0.0405536320830026,0.643477622107561,111.636529742435,117.002591039272,106.879378638119,456.956988946763,2113.76405452564,2502.04412766009,78.4075971653263,78.7322464883665,subj1,15-2.csv
7,ɫ,L,0.104365964919492,0.715937420608808,103.387521834545,107.228672277291,96.4300911110767,518.185048249322,970.494621172816,2632.9513750611,76.0099046874683,77.7308761984037,subj1,15-2.csv
8,,,0.452378463144598,0.994309634640853,-1,102.303286099181,98.2704857239403,512.917239300984,1743.82951007118,2650.7206708972,51.8736115930277,67.212217248438,subj1,15-2.csv
1,,,0.249238892185783,0.124619446092891,-1,-1,-1,525.843774174048,1848.29703184186,2580.26205057284,50.9219655015904,63.2458875761786,subj1,15-1.csv
2,vʲ,F,0.0656113247014208,0.282044554536493,112.072316794109,119.554356877477,101.717609859111,287.268777844881,1886.10545088665,2597.13472779757,69.8249873847078,76.7308185195121,subj1,15-1.csv
3,e,1,0.144817788755388,0.387259111264898,119.301161424351,121.508606133872,96.6061921789599,469.003612054184,1849.60947135767,2565.60008372256,82.1635257527664,82.9834791546308,subj1,15-1.csv
4,r,L,0.030736836797062,0.475036424041123,94.0704502816266,96.4006839358741,93.9851782494089,464.147453682928,1982.0367838882,3597.81818451599,67.8371618676206,73.2213867502582,subj1,15-1.csv
5,tʲ,P,0.139497951617435,0.560153818248372,113.092739668059,115.059480491674,110.767283050731,454.719899703106,1927.95269764814,3532.80779404002,62.5669652404686,69.3746333087513,subj1,15-1.csv
6,əᶦ,3,0.0567449294714991,0.658275258792839,114.805863682834,115.314550766836,114.413445961826,490.651311306497,1576.18920989136,2414.59691211997,72.39589885935,72.6851140627629,subj1,15-1.csv
7,ɫ,L,0.0916194173758579,0.732457432216517,99.4047449172835,114.36110533521,89.1770484091281,622.812612608346,2290.40662025482,3205.71703416818,66.8954793102363,72.1161326147068,subj1,15-1.csv
8,,,0.231506101725939,0.894020191767416,-1,90.2500292209292,89.6994405804385,520.87914594606,1592.73970519556,2795.70372151005,53.854395897819,57.914288123831,subj1,15-1.csv
1,,,0.280542872800365,0.140271436400183,-1,-1,-1,481.728416411504,1545.51794532555,2867.59527909764,50.9381025700266,63.5368017538206,subj1,14-2.csv
2,k,P,0.0438649342642617,0.302475339932496,-1,134.304665850506,134.304665850506,606.561062946871,1217.8175479442,2961.0657337169,65.6905286851098,71.4706151256868,subj1,14-2.csv
3,r,L,0.0407943888657634,0.344805001497508,118.293827997983,134.172961515147,109.882555735794,392.735070147005,1257.06238635761,2684.23377486165,74.7787696059352,77.5392965476695,subj1,14-2.csv
4,ʊ,2,0.0671133494243204,0.39875887064255,129.989086514278,130.831281078448,125.512635740391,489.375135494744,1467.7022271469,2593.40218794342,80.7102496535525,81.1082004921276,subj1,14-2.csv
5,ʂ,F,0.0657974013963926,0.465214246052907,123.020437027416,129.289308918609,122.947648185684,1399.49631319361,2634.03230661253,3701.94975100307,68.1595406381673,76.5224563434006,subj1,14-2.csv
6,c,P,0.127208309366359,0.561717101434283,125.697883414649,129.225145340167,125.697883414649,394.752333101533,1562.88380992224,2900.0786480679,62.3031846040365,74.7788988694792,subj1,14-2.csv
7,i,1,0.132033452135428,0.691337982185176,106.222715158322,113.517822864731,100.088628525062,275.997143100955,2074.58616019359,2580.40308608809,75.7263423439819,77.9432473838215,subj1,14-2.csv
8,,,0.436794951611056,0.975752184058418,-1,-1,-1,440.576834381995,1976.94716753671,3250.58974415212,50.6471592315712,61.9951641140212,subj1,14-2.csv
1,,,0.295944707712741,0.147972353856371,-1,-1,-1,510.812406356558,1716.09255970555,2904.34994437186,52.2462386181323,58.0642520894406,subj1,14-1.csv
2,k,P,0.0275118230068736,0.309700619216178,-1,-1,-1,540.045944624179,1950.57350345233,3114.78301900114,66.3997809462392,69.3859479325627,subj1,14-1.csv
3,r,L,0.0565957501855686,0.351754405812399,122.583535604052,131.594637842712,119.244894652895,344.893865662566,1946.34855455746,2521.93522409377,75.0915038726723,78.7229732827405,subj1,14-1.csv
4,u,1,0.117907812886601,0.439006187348484,118.907065649922,123.609745607811,111.380668523012,311.692490636017,890.675309894574,2177.95340737456,77.5528976383257,79.270240359748,subj1,14-1.csv
5,ʂ,F,0.06995863564605,0.53293941161481,107.973284822455,111.25635115991,107.969244924677,1555.04655660898,2439.4906381198,3787.70479781401,66.2758981383886,73.2536782375876,subj1,14-1.csv
6,c,P,0.139524245249145,0.637680852062407,-1,135.42593264476,134.917758708601,530.272814937782,1982.10789516424,2680.35200828986,60.5089427087028,65.3964715600781,subj1,14-1.csv
7,əᶦ,3,0.0817494169347102,0.748317683154335,100.891821926747,139.270234554776,96.96086284979,284.64617538398,2127.7757645748,2296.73018883689,67.6861036292478,69.3869246836151,subj1,14-1.csv
8,,,0.290830284115272,0.934607533679326,-1,99.4757433096925,98.07683243198,368.646416272348,1684.148605132,3084.71528628261,53.5619237903594,59.1114416741783,subj1,14-1.csv
1,,,0.258940372172773,0.129470186086387,-1,-1,-1,545.280046280548,1804.99362181669,3080.96700827443,51.5371905366727,54.0727399607521,subj1,13-2.csv
2,s,F,0.0705920086713644,0.294236376508456,-1,-1,-1,731.991383014639,2344.54955844841,3887.81053347903,59.6386533361191,60.9522152438254,subj1,13-2.csv
3,t,P,0.0819371529221194,0.370500957305198,-1,-1,-1,586.319147082651,2167.48888336197,3324.72877891035,62.9208946414421,65.9237739589989,subj1,13-2.csv
4,rʲ,L,0.0623982933791525,0.442668680455834,115.875999888637,116.869931852029,114.975875570508,363.502275494987,1942.84498370745,2646.28725398807,74.0951487905433,77.1906136761937,subj1,13-2.csv
5,ɪ,2,0.0327748611688478,0.490255257729834,118.719772471679,119.735452623517,116.362608489888,364.95899194224,1581.36407309014,2518.55064905799,78.0567675568703,78.1558579239861,subj1,13-2.csv
6,ɫ,L,0.0806765813387023,0.546980978983609,123.254212422796,124.160106213928,119.834765841055,323.783684195347,1080.04969271362,2311.81697047523,76.5990682049037,77.8462194285102,subj1,13-2.csv
7,c,P,0.139293159967603,0.656965849636761,-1,119.66185110981,117.60308564713,690.320873176022,2597.35124050772,3048.56550994224,63.1262265264166,68.8965960859692,subj1,13-2.csv
8,i,1,0.116602871466093,0.784913865353609,104.754276883115,116.16522338192,98.3329519191864,284.783645675532,1966.51186839172,2528.90997882469,72.9887556949171,74.2747996784642,subj1,13-2.csv
9,,,0.429959302087947,1.05819495213063,-1,104.084181880738,92.8385505163742,485.951491009368,1675.00114584807,2710.66383137267,50.3309845525712,64.1072398003126,subj1,13-2.csv
1,,,0.268440104977459,0.134220052488729,-1,-1,-1,453.880697653633,1657.90677931015,2620.56567117549,51.2617081038067,52.2244455704017,subj1,13-1.csv
2,s,F,0.0909358123473822,0.31390801115115,-1,-1,-1,525.798955755022,1952.27259866513,3143.5028848718,56.4394855147639,57.679318507088,subj1,13-1.csv
3,t,P,0.0786666948084497,0.398709264729066,-1,-1,-1,459.388056503525,2460.25358739754,3561.01010249592,58.5584220050161,74.0238870674273,subj1,13-1.csv
4,rʲ,L,0.0469113317665067,0.461498278016544,112.407065339738,124.959724185463,107.596129344839,313.997025105351,2003.94833802298,3429.78547787468,75.2753062189975,77.7804032909645,subj1,13-1.csv
5,e,1,0.103204929886315,0.536556408842955,122.495928599027,125.678797993508,116.319635970437,360.903257859794,2029.69504475074,2231.95075961207,82.3759312492033,83.0067764584739,subj1,13-1.csv
6,ɫ,L,0.0714495668443718,0.623883657208298,109.460824653022,116.175551103135,105.163521317491,413.37979123075,1087.6083617491,2578.71658527597,78.396364243515,81.3260130137527,subj1,13-1.csv
7,c,P,0.169602507155832,0.7444096942084,111.955548036539,113.293613855371,104.489326438839,764.450892808091,2071.58381346932,2924.8044841786,59.3146292227015,72.681930390302,subj1,13-1.csv
8,əᶦ,3,0.088048961161751,0.873235428367191,100.449553067342,102.481664534305,91.1926162612819,334.83611381494,1530.87219636898,2472.15156339159,67.6652505349221,70.0606637364201,subj1,13-1.csv
9,,,0.338363673818373,1.08644174585725,-1,-1,-1,430.932031360799,1572.75573440718,2775.11865128666,50.7572916896379,56.0327557223768,subj1,13-1.csv
1,,,0.277874738536037,0.138937369268018,-1,-1,-1,513.912826706105,1699.71283791726,3038.25926326144,51.1364884707471,70.3764428096718,subj1,12-2.csv
2,m,N,0.0434990427670537,0.299624259919563,115.227419531977,121.322728675101,112.580836462703,264.067869526133,1557.18703773119,2732.19193143243,76.5158451653563,77.9688695499874,subj1,12-2.csv
3,ʊ,2,0.0544183334210028,0.348582948013592,120.279856881524,120.858527330991,114.875204589125,593.578525083643,2051.44002032704,2696.93778254262,77.2541405367252,78.3414257779122,subj1,12-2.csv
4,k,P,0.112949412082709,0.432266820765447,117.707593133546,128.436554060628,106.284781866792,445.63541478294,1950.4669502316,3071.83672848771,66.9348078265893,74.3519639068586,subj1,12-2.csv
5,a,1,0.163198650049933,0.570340851831768,103.142993926939,118.834710281446,95.2833949756504,345.782383610611,1168.61457738185,2262.97379150522,73.0777770062021,77.5322808356054,subj1,12-2.csv
6,,,0.463184539696554,0.883532446705011,-1,103.002968322157,102.586913147889,498.253459919792,1766.91673675952,2813.82664148313,50.572382817155,56.3223049997066,subj1,12-2.csv
1,,,0.356062658240276,0.178031329120138,-1,142.832025157187,142.063822790725,423.499855312864,1699.42235770575,2932.06460666927,50.7843164024456,72.1818109385461,subj1,12-1.csv
2,m,N,0.0704700125905431,0.391297664535547,121.363740641369,143.040425946376,118.842031205292,242.149086937806,1621.57214287886,2726.77099988487,80.0909560596579,82.408290695932,subj1,12-1.csv
3,u,1,0.110531732076948,0.481798536869293,115.56067148448,121.466720728,107.791028709836,508.465787242476,2578.72945381776,3756.39903611932,79.7343746510365,82.4350614202166,subj1,12-1.csv
4,k,P,0.114875773948968,0.59450228988225,111.556623157167,118.560050825138,109.337386353333,905.571883690664,1130.72278391883,2537.06863352669,65.5720096550257,70.345056954496,subj1,12-1.csv
5,ə,3,0.0989476204182284,0.701413987065848,101.519415670229,125.415068216157,97.2930172190904,490.219367317097,1029.07905965153,2404.97582200269,71.021316486129,73.8368126687848,subj1,12-1.csv
6,,,0.364236919278325,0.933006256914125,-1,-1,-1,442.906856128638,1779.048241728,2879.41705810926,50.5228149924957,59.280195961714,subj1,12-1.csv
1,,,0.300440880332868,0.150220440166434,122.784024019401,128.585580753525,109.330021664916,525.4795703135666,1488.6224737315224,2549.4939168793135,62.47700416885978,77.2990503230968,subj1,11-2.csv
2,vʲ,F,0.0565459162845302,0.328713838475133,129.093769819314,138.958730056393,113.217084275711,401.49548218121953,1592.55804357674,2771.052635572476,75.03310855850711,76.0545215106729,subj1,11-2.csv
3,e,1,0.112531517602563,0.41325255541868,464.351130851309,497.817618853777,114.055727893714,883.5706405410008,1100.5654178572117,3247.380392786023,68.29240650692114,72.2833249017841,subj1,11-2.csv
4,r,L,0.0669719156614296,0.503004272050676,109.971482660991,110.862873070346,107.282794997721,470.9604557148443,776.5027808915138,2331.8542647676504,76.94280506690701,77.45715751929,subj1,11-2.csv
5,x,F,0.135049604963505,0.604015032363143,103.853700873719,108.048322586309,95.0544006153724,257.3741129640716,1712.929321064301,2767.35829385071,73.32110217480027,75.6585390790562,subj1,11-2.csv
6,ə,3,0.0320742811788324,0.687576975434312,96.0861085938692,96.9626519585882,94.693486275939,357.1790370937071,1890.5275553603374,2804.9433495223107,57.94874406035983,59.5260248508041,subj1,11-2.csv
7,m,N,0.109727804032848,0.758478018040152,-1,-1,-1,409.5484360846226,1952.7313576289125,2997.6464743889624,51.534512997079744,55.3278114620045,subj1,11-2.csv
8,,,0.196431322573809,0.911557581343481,-1,-1,-1,--undefined--,--undefined--,--undefined--,--undefined--,52.1002042113603,subj1,11-2.csv
1,,,0.276519740326643,0.138259870163322,-1,-1,-1,515.650112873269,1512.38985380883,2891.4037128397,50.6664308665049,51.9922743824794,subj1,11-1.csv
2,vʲ,F,0.0804670562907552,0.316753268472021,122.045658702465,135.72685119521,102.861688456966,281.296182042846,2073.48654478604,3198.24792797519,71.8702633674704,77.4887416727406,subj1,11-1.csv
3,e,1,0.132798778214113,0.423386185724455,118.770937615296,120.743058301108,105.743738566134,470.881066869223,1893.76001914097,2437.39434399087,81.8095996942245,82.5806867492053,subj1,11-1.csv
